game_dir,half,position_sec,label,video_path,video_exists
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham,2,272,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham,2,479,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham,2,488,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham,2,704,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham,2,1707,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham,2,2052,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham,2,2568,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham,2,2652,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,1,130,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,1,184,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,1,430,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,1,1875,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,1,1965,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,1,2000,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,1,2105,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,1,2347,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,147,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,283,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,452,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,538,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,1384,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,1633,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,1717,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,1944,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,2189,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,2241,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,2556,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa,2,2839,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,22,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,98,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,246,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,680,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1034,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1088,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1137,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1308,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1418,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1548,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1692,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1762,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1821,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,1914,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,2161,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,2174,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,2222,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,2311,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,2424,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,2543,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,1,2630,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,101,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,179,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,188,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,621,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,654,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,756,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,892,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,978,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,988,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,1340,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,1497,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,1690,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,1716,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,1741,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,1782,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,2002,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,2042,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,2139,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,2185,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,2389,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,2397,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa,2,2487,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool,1,59,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool,1,313,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool,1,363,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool,1,496,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool,1,600,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool\1_720p.mkv,True
